78|89|3|37006.0|37723.0
79|91|2|30808.0|31279.0
80|92|3|48342.0|48918.0
81|93|3|40494.0|40996.0
82|95|2|27363.0|27529.0
83|96|3|33615.0|34159.0
84|98|3|47443.0|48094.0
85|99|3|34921.0|35300.0
86|100|3|32652.0|33381.0
87|101|3|48499.0|48651.0
88|102|2|22452.0|22982.0
89|103|3|47930.0|48670.0
90|105|2|34539.0|34759.0
91|106|3|32283.0|32774.0
92|107|2|25571.0|25800.0
93|108|3|35060.0|35371.0
94|109|3|31324.0|31975.0
95|110|3|23495.0|23787.0
96|111|2|47199.0|47923.0
97|112|3|27177.0|27878.0
98|113|3|43998.0|44182.0
99|114|3|37395.0|37958.0
100|115|2|48186.0|48928.0
101|116|2|34903.0|35330.0
102|117|3|49992.0|50666.0
103|119|3|23806.0|23955.0
104|120|3|39246.0|40040.0
105|121|3|21073.0|21829.0
106|122|3|23256.0|24008.0
107|123|3|23004.0|23732.0
108|124|2|45788.0|46416.0
109|125|2|30767.0|30968.0
110|126|2|24319.0|24384.0
111|127|2|24154.0|24635.0
112|128|2|40156.0|40250.0
113|129|3|33969.0|34721.0
114|131|3|23250.0|24018.0
115|132|3|47113.0|47627.0
116|134|2|38232.0|38343.0
117|135|3|48446.0|49234.0
118|136|3|27349.0|27509.0
119|137|3|47695.0|48319.0
120|138|3|31503.0|31559.0
121|139|2|23007.0|23600.0
122|140|3|43646.0|44028.0
123|141|3|33572.0|33901.0
124|142|2|27226.0|27680.0
125|143|2|20254.0|20813.0
126|144|3|22362.0|22818.0
127|145|3|29487.0|29654.0
128|146|2|34277.0|34930.0
129|148|3|31505.0|32299.0
130|149|2|25805.0|26498.0
131|150|3|40690.0|41050.0
132|151|3|21233.0|21341.0
133|152|2|40153.0|40811.0
134|153|2|34763.0|34918.0
135|154|3|34399.0|34985.0
136|155|2|45862.0|46558.0
137|156|2|30924.0|31057.0
138|157|2|30145.0|30767.0
139|158|3|25907.0|26176.0
140|159|2|29693.0|29846.0
141|160|2|43632.0|44130.0
142|161|3|27668.0|28264.0
143|163|3|25311.0|25565.0
144|164|2|43312.0|43890.0
145|166|3|27726.0|28171.0
146|167|3|47190.0|47723.0
147|168|3|27067.0|27270.0
148|169|2|33757.0|34461.0
149|170|2|40708.0|41285.0
150|171|3|26138.0|26868.0
151|173|3|44489.0|44555.0
152|174|3|24372.0|24467.0
153|175|2|43464.0|43982.0
154|176|3|46720.0|47326.0
155|178|3|31110.0|31351.0
156|179|2|37875.0|38225.0
157|180|3|39747.0|40531.0
158|181|3|40148.0|40643.0
159|182|2|21021.0|21217.0
160|183|3|31867.0|32309.0
161|184|2|37350.0|37775.0
162|185|3|49935.0|50560.0
163|187|2|49448.0|50228.0
164|188|3|47898.0|48109.0
165|189|3|35316.0|35930.0
166|190|3|41049.0|41174.0
167|191|2|34177.0|34741.0
168|192|2|31339.0|31920.0
169|193|3|24102.0|24792.0
170|195|2|21490.0|22196.0
171|196|3|49131.0|49823.0
172|197|3|34862.0|34986.0
173|198|3|48230.0|49015.0
174|199|2|30457.0|30754.0
175|200|3|48317.0|48997.0
176|201|3|26221.0|26434.0
177|202|3|36563.0|37081.0
178|203|3|39580.0|40299.0
179|204|2|48917.0|49237.0
180|205|3|45048.0|45661.0
181|207|2|21485.0|21574.0
182|208|2|30747.0|31424.0
183|209|3|35562.0|35629.0
184|211|3|24843.0|25590.0
185|213|3|48601.0|49395.0
186|214|3|30282.0|30509.0
187|215|2|29143.0|29764.0
188|216|3|30389.0|30930.0
189|217|3|49353.0|49807.0
190|218|3|38417.0|39179.0
191|219|2|21664.0|22399.0
192|220|2|33334.0|34052.0
193|221|2|41375.0|42012.0
194|223|3|48730.0|48818.0
195|224|3|49140.0|49327.0
196|225|3|38606.0|39346.0
197|226|2|26055.0|26248.0
198|227|3|44700.0|45023.0
199|228|3|42701.0|42992.0
200|229|3|42620.0|42790.0
201|230|3|33627.0|34395.0
202|233|2|42292.0|42552.0
203|234|2|36819.0|37294.0
204|235|2|32975.0|33285.0
205|236|2|35469.0|35551.0
206|238|2|25849.0|26449.0
207|239|3|35172.0|35911.0
208|240|2|21056.0|21782.0
209|241|2|34629.0|35291.0
210|242|2|24592.0|25157.0
211|243|2|33552.0|33909.0
212|246|3|27897.0|28177.0
213|248|3|47759.0|48188.0
214|249|2|48627.0|48751.0
215|250|3|49786.0|49851.0
216|251|2|42795.0|43463.0
217|252|3|28571.0|28989.0
218|253|2|32148.0|32518.0
219|255|2|36362.0|36975.0
220|257|3|26031.0|26636.0
221|258|2|20300.0|20573.0
222|259|3|20389.0|20456.0
223|260|3|46417.0|46650.0
224|261|3|28760.0|29216.0
225|262|2|41422.0|42137.0
226|263|2|22710.0|23271.0
227|266|3|42186.0|42789.0
228|267|2|34323.0|34610.0
229|268|3|36077.0|36360.0
230|269|3|22809.0|23492.0
231|270|2|22999.0|23054.0
232|271|2|20861.0|21002.0
233|272|3|20405.0|20753.0
234|273|3|36159.0|36358.0
235|274|3|28081.0|28869.0
236|275|3|30887.0|31572.0
237|276|2|29845.0|30223.0
238|277|3|29551.0|30312.0
239|280|3|41584.0|41791.0
240|281|3|37511.0|38079.0
241|282|3|25451.0|26163.0
242|283|2|36734.0|37315.0
243|284|2|31304.0|31379.0
244|285|2|47241.0|48038.0
245|286|2|34358.0|35147.0
246|287|2|20741.0|21142.0
247|288|3|27598.0|28062.0
248|289|2|34732.0|35388.0
249|290|2|38919.0|39073.0
250|291|3|37293.0|37997.0
251|292|3|47706.0|48224.0
252|293|3|42723.0|42917.0
253|294|2|35948.0|36648.0
254|295|3|40297.0|40401.0
255|296|3|36014.0|36235.0
256|297|2|45584.0|46102.0
257|298|2|44904.0|45690.0
258|299|2|29756.0|29839.0
259|300|3|48215.0|48992.0
260|301|2|46393.0|46503.0
261|305|3|40573.0|41047.0
262|306|2|48473.0|49273.0
263|307|2|36211.0|36535.0
264|308|3|45832.0|46233.0
265|311|3|23059.0|23779.0
266|312|2|34066.0|34787.0
267|313|2|20265.0|21027.0
268|314|2|23382.0|23752.0
269|315|2|37384.0|38010.0
270|316|2|33491.0|34171.0
271|317|3|30306.0|30499.0
272|318|2|44506.0|44957.0
273|319|3|40909.0|41567.0
274|321|2|20547.0|21198.0
275|323|2|29093.0|29228.0
276|324|2|30164.0|30929.0
277|325|2|34857.0|35533.0
278|326|2|36267.0|36672.0
279|327|3|44017.0|44187.0
280|328|2|36258.0|36774.0
281|330|2|28014.0|28111.0
282|332|3|28889.0|29018.0
283|333|2|46357.0|46935.0
284|335|3|44235.0|44922.0
285|336|2|44002.0|44611.0
286|338|2|26724.0|27316.0
287|341|2|27759.0|28107.0
288|342|3|34836.0|35164.0
289|343|2|25093.0|25251.0
290|344|2|34809.0|35174.0
291|345|3|47080.0|47851.0
292|347|3|38218.0|38831.0
293|348|2|24284.0|24536.0
294|349|2|20715.0|20831.0
295|352|3|27036.0|27277.0
296|353|3|36348.0|36819.0
297|354|2|41059.0|41647.0
298|355|3|32727.0|33053.0
299|356|3|21920.0|22453.0
300|357|3|37488.0|37595.0
301|358|3|49950.0|50605.0
302|359|2|47417.0|47971.0
303|360|2|37251.0|37790.0
304|361|3|21952.0|22024.0
305|362|2|32242.0|33013.0
306|363|2|43998.0|44495.0
307|364|3|24173.0|24404.0
308|365|2|40960.0|41589.0
309|366|3|25502.0|26203.0
310|367|2|31485.0|31797.0
311|368|2|48985.0|49458.0
312|369|3|45846.0|46487.0
313|370|3|25273.0|26072.0
314|371|3|25148.0|25252.0
315|372|3|41647.0|41985.0
316|373|3|46998.0|47725.0
317|374|3|35432.0|35982.0
318|376|2|47430.0|47755.0
319|377|2|38141.0|38253.0
320|378|2|36453.0|37087.0
321|379|2|46492.0|46739.0
322|380|2|46954.0|47646.0
323|381|3|48070.0|48402.0
324|382|2|33581.0|33784.0
325|383|3|48426.0|49024.0
326|384|3|21271.0|21726.0
327|385|3|20663.0|21058.0
328|386|2|48473.0|48756.0
329|387|2|26159.0|26661.0
330|388|2|36885.0|37097.0
331|390|3|36552.0|37008.0
332|391|3|39231.0|39845.0
333|392|2|48086.0|48362.0
334|395|2|20241.0|20814.0
335|396|3|40992.0|41374.0
336|397|2|49481.0|49589.0
337|398|3|28501.0|28979.0
338|399|3|49706.0|50443.0
339|400|2|29627.0|29776.0
340|401|2|42273.0|42666.0
341|402|3|47893.0|48063.0
342|403|3|33537.0|33642.0
343|404|3|24694.0|25067.0
344|405|3|40792.0|40901.0
345|406|2|24241.0|24920.0
346|407|2|21237.0|21833.0
347|408|2|27415.0|28175.0
348|409|3|25473.0|25589.0
349|411|3|20627.0|20910.0
350|412|2|32295.0|33000.0
351|413|2|33657.0|34161.0
352|414|2|42781.0|43533.0
353|415|2|36764.0|37550.0
354|416|2|31729.0|32499.0
355|417|2|49717.0|49880.0
356|418|3|28655.0|29180.0
357|419|2|20317.0|20508.0
358|420|2|33133.0|33592.0
359|423|3|25940.0|26615.0
360|425|2|43088.0|43832.0
361|427|3|24872.0|25493.0
362|431|3|44420.0|45139.0
363|435|2|20072.0|20471.0
364|436|2|46931.0|47715.0
365|438|2|43488.0|43884.0
366|439|2|36346.0|36400.0
367|440|2|42670.0|43312.0
368|442|3|47626.0|48394.0
369|443|3|42033.0|42218.0
370|446|2|29392.0|30141.0
371|447|2|40189.0|40930.0
372|448|3|38093.0|38198.0
373|450|2|26127.0|26354.0
374|451|3|20185.0|20573.0
375|454|3|23013.0|23420.0
376|455|3|38394.0|39108.0
377|465|2|111.0|112.0
378|466|2|120000.0|121000.0
